20171002 005100;4.302160;4.302160;4.302160;4.302160;0
20171002 005200;4.302150;4.302180;4.302150;4.302180;0
20171002 005300;4.302130;4.302150;4.302130;4.302150;0
20171002 005400;4.302160;4.302160;4.302130;4.302130;0
20171002 005500;4.302120;4.302190;4.302120;4.302190;0
20171002 005600;4.302180;4.302180;4.302120;4.302120;0
20171002 005700;4.302090;4.302160;4.302090;4.302090;0
20171002 005800;4.302070;4.302070;4.302060;4.302060;0
20171002 005900;4.302050;4.302050;4.302050;4.302050;0
20171002 010000;4.302020;4.307150;4.302020;4.307150;0
20171002 010100;4.307460;4.307600;4.307460;4.307600;0
20171002 010200;4.307650;4.307950;4.307650;4.307750;0
20171002 010300;4.307850;4.307850;4.307520;4.307520;0
20171002 010400;4.307680;4.307680;4.307680;4.307680;0
20171002 010700;4.308030;4.308030;4.308030;4.308030;0
20171002 011000;4.308080;4.308080;4.308080;4.308080;0
20171002 011500;4.307000;4.307000;4.307000;4.307000;0
20171002 011900;4.306680;4.306680;4.306680;4.306680;0
20171002 012000;4.308200;4.308200;4.308200;4.308200;0
20171002 012500;4.306900;4.306900;4.306900;4.306900;0
20171002 012700;4.308290;4.308290;4.308290;4.308290;0
20171002 012800;4.308290;4.308290;4.307790;4.308050;0
20171002 013100;4.308140;4.308140;4.305220;4.305350;0
20171002 013200;4.305210;4.305210;4.305080;4.305080;0
20171002 013300;4.304990;4.304990;4.304090;4.304290;0
20171002 013400;4.304470;4.304500;4.304470;4.304500;0
20171002 013500;4.304610;4.304610;4.304600;4.304600;0
20171002 013600;4.304610;4.304610;4.304570;4.304570;0
20171002 013700;4.304550;4.304550;4.304480;4.304500;0
20171002 013800;4.304550;4.304550;4.304480;4.304480;0
20171002 013900;4.304560;4.304560;4.304490;4.304550;0
20171002 014000;4.304520;4.304580;4.304520;4.304520;0
20171002 014100;4.304510;4.304620;4.304510;4.304620;0
20171002 014200;4.304520;4.304520;4.304500;4.304500;0
20171002 014300;4.304460;4.304520;4.304460;4.304460;0
20171002 014400;4.304520;4.304530;4.304480;4.304530;0
20171002 014500;4.304520;4.304520;4.304420;4.304420;0
20171002 014600;4.304480;4.304480;4.304440;4.304450;0
20171002 014700;4.304400;4.304400;4.304350;4.304350;0
20171002 014800;4.304400;4.304400;4.304400;4.304400;0
20171002 014900;4.304430;4.304500;4.304420;4.304500;0
20171002 015000;4.304440;4.304440;4.304290;4.304290;0
20171002 015100;4.304160;4.304250;4.304160;4.304250;0
20171002 015200;4.304240;4.304330;4.304240;4.304270;0
20171002 015300;4.304250;4.304510;4.304250;4.304510;0
20171002 015400;4.304580;4.304580;4.304570;4.304580;0
20171002 015500;4.304550;4.304550;4.304510;4.304510;0
20171002 015600;4.304510;4.304510;4.304510;4.304510;0
20171002 015700;4.304510;4.304510;4.304510;4.304510;0
20171002 015800;4.304590;4.304590;4.304590;4.304590;0
20171002 015900;4.304590;4.304590;4.304590;4.304590;0
20171002 020000;4.304770;4.304940;4.304360;4.304940;0
20171002 020100;4.305330;4.305370;4.305300;4.305300;0
20171002 020200;4.305450;4.305660;4.305430;4.305590;0
20171002 020300;4.305600;4.305650;4.305600;4.305650;0
20171002 020400;4.305680;4.305680;4.305650;4.305650;0
20171002 020500;4.305630;4.305780;4.305630;4.305780;0
20171002 020600;4.305830;4.305850;4.305830;4.305850;0
20171002 020700;4.305820;4.305840;4.305820;4.305830;0
20171002 020800;4.305840;4.305890;4.305840;4.305890;0
20171002 020900;4.305840;4.305870;4.305840;4.305870;0
20171002 021000;4.306120;4.307580;4.306120;4.307030;0
20171002 021100;4.306900;4.307180;4.306890;4.306910;0
20171002 021200;4.306910;4.306910;4.306890;4.306890;0
20171002 021300;4.306890;4.307230;4.306890;4.306900;0
20171002 021400;4.306900;4.307300;4.306890;4.306930;0
20171002 021500;4.306930;4.307300;4.306900;4.306950;0
20171002 021600;4.306940;4.307280;4.306940;4.307010;0
20171002 021700;4.307010;4.307290;4.306850;4.306850;0
20171002 021800;4.306850;4.307220;4.306830;4.306860;0
20171002 021900;4.307140;4.307350;4.307140;4.307300;0
20171002 022000;4.307400;4.307540;4.307200;4.307200;0
20171002 022100;4.307410;4.307490;4.307200;4.307200;0
20171002 022200;4.307250;4.308450;4.307050;4.307600;0
20171002 022300;4.307700;4.307800;4.307600;4.307600;0
20171002 022400;4.307600;4.307750;4.307600;4.307750;0
20171002 022500;4.307750;4.309200;4.307750;4.308700;0
20171002 022600;4.308600;4.308600;4.308600;4.308600;0
20171002 022700;4.308700;4.308700;4.308130;4.308420;0
20171002 022800;4.308520;4.311590;4.308300;4.310200;0
20171002 022900;4.310200;4.310550;4.310180;4.310190;0
20171002 023000;4.310330;4.310700;4.309850;4.309910;0
20171002 023100;4.309950;4.310950;4.307960;4.308760;0
20171002 023200;4.308600;4.309100;4.308600;4.308800;0
20171002 023300;4.308800;4.309110;4.308800;4.308910;0
20171002 023400;4.309600;4.309700;4.309600;4.309600;0
20171002 023500;4.309700;4.309700;4.309700;4.309700;0
20171002 023700;4.309800;4.309800;4.309700;4.309700;0
20171002 023800;4.309700;4.310000;4.309700;4.310000;0
20171002 023900;4.310000;4.310100;4.310000;4.310000;0
20171002 024000;4.309900;4.309900;4.309700;4.309700;0
20171002 024100;4.309800;4.309800;4.309700;4.309700;0
20171002 024200;4.309660;4.309700;4.309660;4.309700;0
20171002 024300;4.309810;4.309810;4.307290;4.308500;0
20171002 024400;4.308500;4.309600;4.308100;4.309600;0
20171002 024500;4.309500;4.310000;4.309500;4.309700;0
20171002 024600;4.309800;4.309900;4.309600;4.309600;0
20171002 024700;4.309500;4.309700;4.309500;4.309600;0
20171002 024800;4.309600;4.309600;4.309540;4.309540;0
20171002 024900;4.309540;4.309540;4.309420;4.309540;0
20171002 025000;4.309690;4.309690;4.309400;4.309400;0
20171002 025100;4.309350;4.309350;4.309350;4.309350;0
20171002 025300;4.309450;4.309450;4.309450;4.309450;0
20171002 025400;4.309350;4.309450;4.309350;4.309350;0
20171002 025500;4.309440;4.309440;4.309440;4.309440;0
20171002 025600;4.308810;4.308810;4.307350;4.308190;0
20171002 025700;4.308240;4.308240;4.307860;4.307860;0
20171002 025800;4.307960;4.307990;4.307750;4.307830;0
20171002 025900;4.307990;4.307990;4.307750;4.307950;0
20171002 030000;4.307750;4.307940;4.305160;4.305750;0
20171002 030100;4.305970;4.309220;4.305650;4.309100;0
20171002 030200;4.309100;4.309100;4.308010;4.308200;0
20171002 030300;4.308200;4.308200;4.307450;4.307700;0
20171002 030400;4.308000;4.308830;4.306330;4.306420;0
20171002 030500;4.306500;4.306500;4.306300;4.306400;0
20171002 030600;4.306300;4.306400;4.305310;4.305420;0
20171002 030700;4.305300;4.305300;4.304900;4.305100;0
20171002 030800;4.305100;4.305200;4.305100;4.305200;0
20171002 030900;4.305200;4.305300;4.305200;4.305200;0
20171002 031000;4.305200;4.305300;4.305200;4.305260;0
20171002 031100;4.305300;4.307320;4.305300;4.307320;0
20171002 031200;4.307310;4.309000;4.307310;4.309000;0
20171002 031300;4.308840;4.308840;4.308640;4.308640;0
20171002 031400;4.308640;4.308700;4.308500;4.308700;0
20171002 031500;4.308800;4.308990;4.308800;4.308800;0
20171002 031600;4.308840;4.308840;4.308600;4.308600;0
20171002 031700;4.308600;4.308600;4.307150;4.307490;0
20171002 031800;4.307490;4.308950;4.307490;4.308800;0
