FID	X	Y	GMT date_H	GMT date	Y	M	D	H	DOP	IDbear	IDsquare_025ha	IDsquare_100ha	IDsquare_900ha
1095435	1435019.33	6824965.12	2012-09-10 16:00	2012-09-10	2012	9	10	16	4,6	W1203	18459	4584	523
1095436	1434622.51	6824594.93	2012-09-10 17:00	2012-09-10	2012	9	10	17	4,8	W1203	18257	4584	523
1095437	1433669.1	6823747.28	2012-09-10 18:00	2012-09-10	2012	9	10	18	3	W1203	17851	4482	489
1095438	1434135.91	6823356.45	2012-09-10 19:00	2012-09-10	2012	9	10	19	6,6	W1203	17852	4482	489
1095439	1434040.3	6822906.18	2012-09-10 20:00	2012-09-10	2012	9	10	20	2,6	W1203	17650	4381	489
1095440	1433796.67	6823418.48	2012-09-10 21:00	2012-09-10	2012	9	10	21	5,6	W1203	17851	4482	489
1095441	1433771.1	6823466.06	2012-09-10 22:00	2012-09-10	2012	9	10	22	3,4	W1203	17851	4482	489
1095442	1433751.63	6823482.6	2012-09-10 23:00	2012-09-10	2012	9	10	23	2,8	W1203	17851	4482	489
1095443	1433749.8	6823484.12	2012-09-11 00:00	2012-09-11	2012	9	11	0	2,4	W1203	17851	4482	489
1095444	1433750.69	6823482.18	2012-09-11 01:00	2012-09-11	2012	9	11	1	2,6	W1203	17851	4482	489
1095445	1433718.46	6823484.36	2012-09-11 02:00	2012-09-11	2012	9	11	2	2	W1203	17851	4482	489
1095446	1433692.85	6823496.73	2012-09-11 03:00	2012-09-11	2012	9	11	3	2,6	W1203	17851	4482	489
1095447	1433459.12	6823444.91	2012-09-11 04:00	2012-09-11	2012	9	11	4	2,6	W1203	17850	4481	489
1095448	1433233.76	6823477.92	2012-09-11 05:00	2012-09-11	2012	9	11	5	8,4	W1203	17850	4481	489
1095449	1433222.18	6823420.84	2012-09-11 06:00	2012-09-11	2012	9	11	6	2,4	W1203	17850	4481	489
1095450	1433195.5	6823386.1	2012-09-11 07:00	2012-09-11	2012	9	11	7	7	W1203	17850	4481	489
1095451	1433133.18	6823857.69	2012-09-11 08:00	2012-09-11	2012	9	11	8	6	W1203	18052	4481	489
1095452	1433268.35	6823785.21	2012-09-11 10:00	2012-09-11	2012	9	11	10	4	W1203	17850	4481	489
1095453	1433257.54	6823797.5	2012-09-11 11:00	2012-09-11	2012	9	11	11	2,6	W1203	18052	4481	489
1095454	1433257.45	6823804.09	2012-09-11 12:00	2012-09-11	2012	9	11	12	2,6	W1203	18052	4481	489
1095455	1433265.84	6823788.78	2012-09-11 13:00	2012-09-11	2012	9	11	13	8	W1203	18052	4481	489
1095456	1433342.13	6823795.82	2012-09-11 14:00	2012-09-11	2012	9	11	14	3	W1203	18052	4481	489
1095457	1433465.85	6823811.07	2012-09-11 15:00	2012-09-11	2012	9	11	15	4	W1203	18052	4481	489
1095458	1433233.91	6823839.54	2012-09-11 16:00	2012-09-11	2012	9	11	16	1,8	W1203	18052	4481	489
1095459	1433758.48	6824892.85	2012-09-11 17:00	2012-09-11	2012	9	11	17	2,4	W1203	18457	4583	523
1095460	1433435.97	6825963.68	2012-09-11 18:00	2012-09-11	2012	9	11	18	2,8	W1203	18860	4683	523
1095461	1433692.61	6825969.93	2012-09-11 19:00	2012-09-11	2012	9	11	19	1,8	W1203	18861	4684	523
1095462	1433362.97	6825973.9	2012-09-11 20:00	2012-09-11	2012	9	11	20	9,6	W1203	18860	4683	523
1095463	1433608.58	6826076.1	2012-09-11 21:00	2012-09-11	2012	9	11	21	2,8	W1203	18861	4684	523
1095464	1434069.45	6826101.87	2012-09-11 22:00	2012-09-11	2012	9	11	22	2,4	W1203	18862	4684	523
1095465	1434823.12	6826132.19	2012-09-11 23:00	2012-09-11	2012	9	11	23	2,8	W1203	18863	4685	523
1095466	1434882.6	6826087.58	2012-09-12 00:00	2012-09-12	2012	9	12	0	2,4	W1203	18863	4685	523
1095467	1434875.2	6826083.46	2012-09-12 01:00	2012-09-12	2012	9	12	1	2,8	W1203	18863	4685	523
1095468	1434885.52	6826088.3	2012-09-12 02:00	2012-09-12	2012	9	12	2	2	W1203	18863	4685	523
1095469	1434896.45	6824944.65	2012-09-12 05:00	2012-09-12	2012	9	12	5	3	W1203	18459	4584	523
1095470	1434826.75	6825404.5	2012-09-12 06:00	2012-09-12	2012	9	12	6	6	W1203	18661	4685	523
1095471	1434501.45	6825728.99	2012-09-12 07:00	2012-09-12	2012	9	12	7	2,6	W1203	18660	4684	523
1095472	1434505.75	6825738.41	2012-09-12 08:00	2012-09-12	2012	9	12	8	4,8	W1203	18660	4684	523
1095473	1434500.51	6825730.66	2012-09-12 09:00	2012-09-12	2012	9	12	9	3,6	W1203	18660	4684	523
1095474	1434501.28	6825729.21	2012-09-12 10:00	2012-09-12	2012	9	12	10	4,2	W1203	18660	4684	523
1095475	1434497.42	6825731.78	2012-09-12 11:00	2012-09-12	2012	9	12	11	5,8	W1203	18660	4684	523
1095476	1434493.13	6825727.03	2012-09-12 12:00	2012-09-12	2012	9	12	12	2,8	W1203	18660	4684	523
1095477	1434497.48	6825723.76	2012-09-12 13:00	2012-09-12	2012	9	12	13	4,8	W1203	18660	4684	523
1095478	1434502.48	6825732.09	2012-09-12 14:00	2012-09-12	2012	9	12	14	3	W1203	18660	4684	523
1095479	1434497.95	6825724.21	2012-09-12 15:00	2012-09-12	2012	9	12	15	4	W1203	18660	4684	523
1095480	1434824.05	6825904.19	2012-09-12 16:00	2012-09-12	2012	9	12	16	3,2	W1203	18863	4685	523
1095481	1435371.78	6826294.36	2012-09-12 17:00	2012-09-12	2012	9	12	17	4,6	W1203	19066	4786	523
1095482	1434392.78	6827289.9	2012-09-12 19:00	2012-09-12	2012	9	12	19	5,4	W1203	19468	4886	557
1095483	1433725.36	6827328.25	2012-09-12 20:00	2012-09-12	2012	9	12	20	5,2	W1203	19467	4886	557
1095484	1433535.28	6826117.79	2012-09-12 21:00	2012-09-12	2012	9	12	21	3,4	W1203	18860	4683	523
1095485	1433168.49	6825110.96	2012-09-12 22:00	2012-09-12	2012	9	12	22	2,6	W1203	18456	4582	523
1095486	1433210.82	6825085.74	2012-09-12 23:00	2012-09-12	2012	9	12	23	5,2	W1203	18456	4582	523
1095487	1433208.3	6825093.02	2012-09-13 00:00	2012-09-13	2012	9	13	0	2,2	W1203	18456	4582	523
1095488	1433211.67	6825090.66	2012-09-13 01:00	2012-09-13	2012	9	13	1	2,4	W1203	18456	4582	523
1095489	1433170.54	6825077.55	2012-09-13 02:00	2012-09-13	2012	9	13	2	7,6	W1203	18456	4582	523
1095490	1432495.14	6825886.92	2012-09-13 03:00	2012-09-13	2012	9	13	3	2,4	W1203	18858	4682	522
1095491	1431089.31	6826259.6	2012-09-13 04:00	2012-09-13	2012	9	13	4	2,8	W1203	18856	4681	522
1095492	1430652.39	6826529.4	2012-09-13 05:00	2012-09-13	2012	9	13	5	3,2	W1203	19057	4782	522
1095493	1430465.44	6826254.63	2012-09-13 06:00	2012-09-13	2012	9	13	6	3	W1203	18854	4680	522
1095494	1430700.76	6826182.64	2012-09-13 08:00	2012-09-13	2012	9	13	8	2,4	W1203	18855	4681	522
1095495	1430710.7	6826183	2012-09-13 10:00	2012-09-13	2012	9	13	10	2,6	W1203	18855	4681	522
1095496	1430699.32	6826182.42	2012-09-13 11:00	2012-09-13	2012	9	13	11	3,2	W1203	18855	4681	522
1095497	1430696.08	6826188.89	2012-09-13 12:00	2012-09-13	2012	9	13	12	2,6	W1203	18855	4681	522
1095498	1430719.31	6826455.21	2012-09-13 13:00	2012-09-13	2012	9	13	13	1,8	W1203	19057	4782	522
1095499	1430579.69	6826584.24	2012-09-13 14:00	2012-09-13	2012	9	13	14	2,6	W1203	19057	4782	522
1095500	1430492.4	6825937.59	2012-09-13 15:00	2012-09-13	2012	9	13	15	5,6	W1203	18854	4680	522
1095501	1429357.73	6825063.8	2012-09-13 17:00	2012-09-13	2012	9	13	17	3,8	W1203	18448	4578	521
1095502	1430030.86	6824234.52	2012-09-13 18:00	2012-09-13	2012	9	13	18	3,8	W1203	18046	4478	488
1095503	1430444.44	6823847.03	2012-09-13 19:00	2012-09-13	2012	9	13	19	2,8	W1203	18046	4478	488
1095504	1431465.07	6822969.9	2012-09-13 20:00	2012-09-13	2012	9	13	20	3,6	W1203	17644	4378	488
1095505	1432208.14	6822989.21	2012-09-13 21:00	2012-09-13	2012	9	13	21	2,4	W1203	17646	4379	488
1095506	1432861.92	6822949.15	2012-09-13 22:00	2012-09-13	2012	9	13	22	2,8	W1203	17647	4380	489
1095507	1433025.05	6822738.08	2012-09-14 00:00	2012-09-14	2012	9	14	0	3,8	W1203	17446	4380	489
1095508	1433022.51	6822735.16	2012-09-14 01:00	2012-09-14	2012	9	14	1	4,8	W1203	17446	4380	489
1095509	1433022.28	6822734.11	2012-09-14 02:00	2012-09-14	2012	9	14	2	2,6	W1203	17446	4380	489
1095510	1433018.07	6822731.55	2012-09-14 03:00	2012-09-14	2012	9	14	3	3,2	W1203	17446	4380	489
1095511	1432755.32	6823158.33	2012-09-14 04:00	2012-09-14	2012	9	14	4	3,6	W1203	17647	4380	489
1095512	1432962.95	6823567.35	2012-09-14 05:00	2012-09-14	2012	9	14	5	3,2	W1203	17849	4481	489
1095513	1433039.6	6823557.28	2012-09-14 06:00	2012-09-14	2012	9	14	6	2,8	W1203	17850	4481	489
1095514	1433114.54	6823606.79	2012-09-14 07:00	2012-09-14	2012	9	14	7	8	W1203	17850	4481	489
1095515	1433264.57	6823810.6	2012-09-14 08:00	2012-09-14	2012	9	14	8	3,2	W1203	18052	4481	489
1095516	1433271.83	6823800.4	2012-09-14 09:00	2012-09-14	2012	9	14	9	2,4	W1203	18052	4481	489
1095517	1433262.59	6823797.34	2012-09-14 10:00	2012-09-14	2012	9	14	10	4,2	W1203	18052	4481	489
1095518	1433257.71	6823806.08	2012-09-14 11:00	2012-09-14	2012	9	14	11	5,4	W1203	18052	4481	489
1095519	1433269.9	6823811.49	2012-09-14 12:00	2012-09-14	2012	9	14	12	2,4	W1203	18052	4481	489
1095520	1433551	6823663.49	2012-09-14 14:00	2012-09-14	2012	9	14	14	2,4	W1203	17851	4482	489
1095521	1433746.61	6823575.55	2012-09-14 15:00	2012-09-14	2012	9	14	15	5,4	W1203	17851	4482	489
1095522	1434379.5	6822727.29	2012-09-14 17:00	2012-09-14	2012	9	14	17	4,6	W1203	17448	4381	489
1095523	1434529.66	6822708.48	2012-09-14 18:00	2012-09-14	2012	9	14	18	2,4	W1203	17449	4382	489
1095524	1434869.71	6823030.17	2012-09-14 19:00	2012-09-14	2012	9	14	19	4	W1203	17651	4382	489
1095525	1436068.79	6824568.2	2012-09-14 21:00	2012-09-14	2012	9	14	21	4,2	W1203	18260	4585	524
1095526	1434479.29	6824304.97	2012-09-14 22:00	2012-09-14	2012	9	14	22	2	W1203	18256	4583	523
1095527	1434372.32	6824240.11	2012-09-14 23:00	2012-09-14	2012	9	14	23	2,4	W1203	18054	4482	489
1095528	1434135.21	6824253.76	2012-09-15 00:00	2012-09-15	2012	9	15	0	5,6	W1203	18054	4482	489
1095529	1434136.39	6824253.6	2012-09-15 01:00	2012-09-15	2012	9	15	1	3,2	W1203	18054	4482	489
1095530	1434134.43	6824254.28	2012-09-15 02:00	2012-09-15	2012	9	15	2	4,4	W1203	18054	4482	489
1095531	1434135.42	6824253.37	2012-09-15 03:00	2012-09-15	2012	9	15	3	3,6	W1203	18054	4482	489
1095532	1433979.52	6823496.83	2012-09-15 04:00	2012-09-15	2012	9	15	4	2,8	W1203	17851	4482	489
1095533	1434043.61	6823354.98	2012-09-15 05:00	2012-09-15	2012	9	15	5	3	W1203	17852	4482	489
1095534	1433830.64	6823473.57	2012-09-15 06:00	2012-09-15	2012	9	15	6	2,6	W1203	17851	4482	489
1095535	1433683.44	6823471.9	2012-09-15 07:00	2012-09-15	2012	9	15	7	1,8	W1203	17851	4482	489
1095536	1433527.78	6823347.04	2012-09-15 08:00	2012-09-15	2012	9	15	8	7,2	W1203	17851	4482	489
1095537	1434437.51	6825653.36	2012-09-15 09:00	2012-09-15	2012	9	15	9	2,6	W1203	18660	4684	523
1095538	1434497.82	6825731.87	2012-09-15 10:00	2012-09-15	2012	9	15	10	4,8	W1203	18660	4684	523
1095539	1434497.2	6825744.67	2012-09-15 11:00	2012-09-15	2012	9	15	11	2,6	W1203	18660	4684	523
1095540	1434506.63	6825729.22	2012-09-15 12:00	2012-09-15	2012	9	15	12	2,2	W1203	18660	4684	523
1095541	1434499.13	6825731.22	2012-09-15 13:00	2012-09-15	2012	9	15	13	3,6	W1203	18660	4684	523
1095542	1434496.57	6825744.9	2012-09-15 14:00	2012-09-15	2012	9	15	14	3	W1203	18660	4684	523
1095543	1434504.92	6825723.1	2012-09-15 15:00	2012-09-15	2012	9	15	15	5,2	W1203	18660	4684	523
1095544	1434502.89	6825740.56	2012-09-15 16:00	2012-09-15	2012	9	15	16	4	W1203	18660	4684	523
1095545	1435156.03	6826063.02	2012-09-15 17:00	2012-09-15	2012	9	15	17	4,6	W1203	18864	4685	523
1095546	1435290.59	6826586.27	2012-09-15 18:00	2012-09-15	2012	9	15	18	7,2	W1203	19066	4786	523
1095547	1435814.67	6826127.74	2012-09-15 19:00	2012-09-15	2012	9	15	19	4	W1203	18865	4686	524
1095548	1435367.67	6825445.91	2012-09-15 20:00	2012-09-15	2012	9	15	20	4,4	W1203	18662	4685	523
1095549	1435455.73	6825424.87	2012-09-15 21:00	2012-09-15	2012	9	15	21	2,8	W1203	18662	4685	523
1095550	1434899.12	6825499.18	2012-09-15 22:00	2012-09-15	2012	9	15	22	4,4	W1203	18661	4685	523
1095551	1434700.63	6825558.02	2012-09-15 23:00	2012-09-15	2012	9	15	23	2,8	W1203	18661	4685	523
1095552	1434692.84	6825553.08	2012-09-16 01:00	2012-09-16	2012	9	16	1	2,8	W1203	18661	4685	523
1095553	1435145.3	6825719.04	2012-09-16 02:00	2012-09-16	2012	9	16	2	2,4	W1203	18662	4685	523
1095554	1435183.41	6825882.18	2012-09-16 03:00	2012-09-16	2012	9	16	3	3,4	W1203	18864	4685	523
1095555	1435266.41	6826709	2012-09-16 04:00	2012-09-16	2012	9	16	4	1,6	W1203	19066	4786	523
1095556	1435306.74	6826906.77	2012-09-16 05:00	2012-09-16	2012	9	16	5	3,8	W1203	19268	4786	523
1095557	1435536.98	6828070.84	2012-09-16 06:00	2012-09-16	2012	9	16	6	4,4	W1203	19672	4887	557
1095558	1435244.24	6828173.49	2012-09-16 07:00	2012-09-16	2012	9	16	7	3,2	W1203	19672	4887	557
1095559	1435252.44	6828175.06	2012-09-16 08:00	2012-09-16	2012	9	16	8	5,2	W1203	19672	4887	557
1095560	1435240.24	6828168.92	2012-09-16 09:00	2012-09-16	2012	9	16	9	1,8	W1203	19672	4887	557
1095561	1435249.7	6828177.6	2012-09-16 10:00	2012-09-16	2012	9	16	10	4,2	W1203	19672	4887	557
1095562	1435250.72	6828182.31	2012-09-16 11:00	2012-09-16	2012	9	16	11	2,2	W1203	19672	4887	557
1095563	1435253.03	6828175.44	2012-09-16 12:00	2012-09-16	2012	9	16	12	2,4	W1203	19672	4887	557
1095564	1435257.85	6828178.89	2012-09-16 13:00	2012-09-16	2012	9	16	13	7,4	W1203	19672	4887	557
1095565	1435256.11	6828164.58	2012-09-16 14:00	2012-09-16	2012	9	16	14	2	W1203	19672	4887	557
1095566	1435391.12	6828122.19	2012-09-16 15:00	2012-09-16	2012	9	16	15	3	W1203	19672	4887	557
1095567	1435527.96	6828078.73	2012-09-16 16:00	2012-09-16	2012	9	16	16	4,6	W1203	19672	4887	557
1095568	1435464.31	6827866.54	2012-09-16 17:00	2012-09-16	2012	9	16	17	4,6	W1203	19672	4887	557
1095569	1435491.62	6828116.46	2012-09-16 18:00	2012-09-16	2012	9	16	18	6,8	W1203	19672	4887	557
1095570	1435090.88	6827443.08	2012-09-16 19:00	2012-09-16	2012	9	16	19	8,6	W1203	19470	4887	557
1095571	1435303.27	6826954.31	2012-09-16 20:00	2012-09-16	2012	9	16	20	5	W1203	19268	4786	523
1095572	1435305.37	6826811.09	2012-09-16 21:00	2012-09-16	2012	9	16	21	4,8	W1203	19268	4786	523
1095573	1435323.27	6826793	2012-09-16 22:00	2012-09-16	2012	9	16	22	3,4	W1203	19268	4786	523
1095574	1435319.66	6826798.93	2012-09-16 23:00	2012-09-16	2012	9	16	23	2,6	W1203	19268	4786	523
1095575	1435323.61	6826784.21	2012-09-17 00:00	2012-09-17	2012	9	17	0	3,6	W1203	19268	4786	523
1095576	1435320.2	6826782.1	2012-09-17 01:00	2012-09-17	2012	9	17	1	1,8	W1203	19268	4786	523
1095577	1435315.3	6826783.2	2012-09-17 02:00	2012-09-17	2012	9	17	2	2,8	W1203	19268	4786	523
1095578	1435330.49	6826796.85	2012-09-17 03:00	2012-09-17	2012	9	17	3	2,2	W1203	19268	4786	523
1095579	1435252.11	6826825.03	2012-09-17 04:00	2012-09-17	2012	9	17	4	1,6	W1203	19268	4786	523
1095580	1435277.99	6826876.23	2012-09-17 05:00	2012-09-17	2012	9	17	5	2,6	W1203	19268	4786	523
1095581	1435249.39	6826931.99	2012-09-17 06:00	2012-09-17	2012	9	17	6	1,8	W1203	19268	4786	523
1095582	1435307.86	6826804.48	2012-09-17 07:00	2012-09-17	2012	9	17	7	6,2	W1203	19268	4786	523
1095583	1435211.22	6826714.15	2012-09-17 08:00	2012-09-17	2012	9	17	8	2,8	W1203	19066	4786	523
1095584	1435212.09	6826701.99	2012-09-17 09:00	2012-09-17	2012	9	17	9	2,4	W1203	19066	4786	523
1095585	1435205.38	6826710.17	2012-09-17 10:00	2012-09-17	2012	9	17	10	4,8	W1203	19066	4786	523
1095586	1435231.52	6826831.62	2012-09-17 11:00	2012-09-17	2012	9	17	11	8,8	W1203	19268	4786	523
1095587	1435290.67	6826814.32	2012-09-17 12:00	2012-09-17	2012	9	17	12	3	W1203	19268	4786	523
1095588	1435351.27	6826875.23	2012-09-17 13:00	2012-09-17	2012	9	17	13	2,6	W1203	19268	4786	523
1095589	1435318.31	6826973.78	2012-09-17 14:00	2012-09-17	2012	9	17	14	3,2	W1203	19268	4786	523
1095590	1435244.88	6826971.35	2012-09-17 15:00	2012-09-17	2012	9	17	15	2,8	W1203	19268	4786	523
1095591	1435049.32	6826742.33	2012-09-17 16:00	2012-09-17	2012	9	17	16	3,8	W1203	19065	4786	523
1095592	1434829.03	6826045.79	2012-09-17 17:00	2012-09-17	2012	9	17	17	3	W1203	18863	4685	523
1095593	1434594.81	6824901.23	2012-09-17 18:00	2012-09-17	2012	9	17	18	2	W1203	18459	4584	523
1095594	1434480.85	6824042.19	2012-09-17 19:00	2012-09-17	2012	9	17	19	4,4	W1203	18054	4482	489
1095595	1433598.99	6824757.4	2012-09-17 20:00	2012-09-17	2012	9	17	20	4	W1203	18255	4583	523
1095596	1433679.37	6824883.93	2012-09-17 21:00	2012-09-17	2012	9	17	21	2,6	W1203	18457	4583	523
1095597	1433687.34	6824891.64	2012-09-17 22:00	2012-09-17	2012	9	17	22	2,2	W1203	18457	4583	523
1095598	1433678.39	6824863.07	2012-09-17 23:00	2012-09-17	2012	9	17	23	2,8	W1203	18457	4583	523
1095599	1433677.64	6824883.53	2012-09-18 00:00	2012-09-18	2012	9	18	0	8,6	W1203	18457	4583	523
1095600	1433666.22	6824882.68	2012-09-18 01:00	2012-09-18	2012	9	18	1	2,4	W1203	18457	4583	523
1095601	1433683.67	6824879.89	2012-09-18 02:00	2012-09-18	2012	9	18	2	4,8	W1203	18457	4583	523
1095602	1433690.05	6824855.7	2012-09-18 03:00	2012-09-18	2012	9	18	3	3,2	W1203	18457	4583	523
1095603	1433611.36	6823880.69	2012-09-18 04:00	2012-09-18	2012	9	18	4	9,2	W1203	18053	4482	489
1095604	1433949.64	6823476.75	2012-09-18 05:00	2012-09-18	2012	9	18	5	2,4	W1203	17851	4482	489
1095605	1434343.69	6823303.98	2012-09-18 06:00	2012-09-18	2012	9	18	6	2,6	W1203	17852	4482	489
1095606	1434438.06	6823169.6	2012-09-18 07:00	2012-09-18	2012	9	18	7	5,4	W1203	17650	4381	489
1095607	1434444.61	6823170.89	2012-09-18 08:00	2012-09-18	2012	9	18	8	2,6	W1203	17650	4381	489
1095608	1434439.46	6823165.8	2012-09-18 09:00	2012-09-18	2012	9	18	9	3,4	W1203	17650	4381	489
1095609	1434436.34	6823167.58	2012-09-18 10:00	2012-09-18	2012	9	18	10	4,4	W1203	17650	4381	489
1095610	1434437.33	6823170.87	2012-09-18 11:00	2012-09-18	2012	9	18	11	8,6	W1203	17650	4381	489
1095611	1434350.12	6823220.42	2012-09-18 12:00	2012-09-18	2012	9	18	12	2,4	W1203	17650	4381	489
1095612	1434371.27	6823319.21	2012-09-18 13:00	2012-09-18	2012	9	18	13	4,8	W1203	17852	4482	489
1095613	1434318.55	6823236.04	2012-09-18 14:00	2012-09-18	2012	9	18	14	3,6	W1203	17650	4381	489
1095614	1434682.9	6822912.7	2012-09-18 15:00	2012-09-18	2012	9	18	15	3,4	W1203	17651	4382	489
1095615	1435007.5	6822670.77	2012-09-18 16:00	2012-09-18	2012	9	18	16	4,8	W1203	17449	4382	489
1095616	1434996.27	6822597.07	2012-09-18 17:00	2012-09-18	2012	9	18	17	3,6	W1203	17449	4382	489
1095617	1434561.58	6822788.88	2012-09-18 18:00	2012-09-18	2012	9	18	18	4,6	W1203	17651	4382	489
1095618	1434766.19	6822010.86	2012-09-18 19:00	2012-09-18	2012	9	18	19	2,6	W1203	17247	4281	489
1095619	1434632.12	6821534.07	2012-09-18 20:00	2012-09-18	2012	9	18	20	2,4	W1203	17045	4281	489
1095620	1433616.62	6822017.05	2012-09-18 21:00	2012-09-18	2012	9	18	21	2,4	W1203	17245	4280	489
1095621	1433261.07	6822369.26	2012-09-18 22:00	2012-09-18	2012	9	18	22	2,2	W1203	17446	4380	489
1095622	1433253.06	6822421.89	2012-09-18 23:00	2012-09-18	2012	9	18	23	4	W1203	17446	4380	489
1095623	1433257.79	6822415.92	2012-09-19 00:00	2012-09-19	2012	9	19	0	4,4	W1203	17446	4380	489
1095624	1433252.42	6822425.83	2012-09-19 01:00	2012-09-19	2012	9	19	1	2,8	W1203	17446	4380	489
1095625	1433255.99	6822410.09	2012-09-19 02:00	2012-09-19	2012	9	19	2	3,2	W1203	17446	4380	489
1095626	1433254.32	6822423.92	2012-09-19 03:00	2012-09-19	2012	9	19	3	5,8	W1203	17446	4380	489
1095627	1433237.93	6822355.54	2012-09-19 04:00	2012-09-19	2012	9	19	4	5,2	W1203	17446	4380	489
1095628	1433215.73	6822469.78	2012-09-19 05:00	2012-09-19	2012	9	19	5	5,6	W1203	17446	4380	489
1095629	1433268.85	6823807.7	2012-09-19 08:00	2012-09-19	2012	9	19	8	2,6	W1203	18052	4481	489
1095630	1433267.75	6823806.34	2012-09-19 09:00	2012-09-19	2012	9	19	9	3	W1203	18052	4481	489
1095631	1433262.54	6823810.9	2012-09-19 10:00	2012-09-19	2012	9	19	10	4,6	W1203	18052	4481	489
1095632	1433264.59	6823818.71	2012-09-19 11:00	2012-09-19	2012	9	19	11	3,6	W1203	18052	4481	489
1095633	1433295.81	6823814.38	2012-09-19 12:00	2012-09-19	2012	9	19	12	4	W1203	18052	4481	489
1095634	1433289.76	6823770.76	2012-09-19 13:00	2012-09-19	2012	9	19	13	8,2	W1203	17850	4481	489
1095635	1433432.1	6823527.9	2012-09-19 14:00	2012-09-19	2012	9	19	14	5,6	W1203	17850	4481	489
1095636	1433076.26	6823756.02	2012-09-19 15:00	2012-09-19	2012	9	19	15	3,8	W1203	17850	4481	489
1095637	1432994.68	6823823.8	2012-09-19 16:00	2012-09-19	2012	9	19	16	6	W1203	18051	4481	489
1095638	1432963.77	6823588.88	2012-09-19 17:00	2012-09-19	2012	9	19	17	3,2	W1203	17849	4481	489
1095639	1432833.5	6822982.95	2012-09-19 18:00	2012-09-19	2012	9	19	18	5	W1203	17647	4380	489
1095640	1432096.39	6822788.16	2012-09-19 19:00	2012-09-19	2012	9	19	19	3,8	W1203	17444	4379	488
1095641	1432124.2	6822223.33	2012-09-19 20:00	2012-09-19	2012	9	19	20	2	W1203	17242	4278	488
1095642	1432106.91	6822230.5	2012-09-19 21:00	2012-09-19	2012	9	19	21	3,2	W1203	17242	4278	488
1095643	1432111.79	6822222.9	2012-09-19 22:00	2012-09-19	2012	9	19	22	2,4	W1203	17242	4278	488
1095644	1432117.94	6822216.67	2012-09-19 23:00	2012-09-19	2012	9	19	23	3,4	W1203	17242	4278	488
1095645	1432118.84	6822213.1	2012-09-20 00:00	2012-09-20	2012	9	20	0	2,2	W1203	17242	4278	488
1095646	1432108.35	6822237.87	2012-09-20 01:00	2012-09-20	2012	9	20	1	6,2	W1203	17242	4278	488
1095647	1432097.25	6822222.2	2012-09-20 03:00	2012-09-20	2012	9	20	3	3,2	W1203	17242	4278	488
1095648	1432080.99	6821991.81	2012-09-20 04:00	2012-09-20	2012	9	20	4	5,8	W1203	17242	4278	488
1095649	1432219.56	6821704.36	2012-09-20 05:00	2012-09-20	2012	9	20	5	5,8	W1203	17040	4278	488
1095650	1432295.78	6820346.84	2012-09-20 06:00	2012-09-20	2012	9	20	6	2,4	W1203	16636	4177	454
1095651	1432297.75	6820297.4	2012-09-20 07:00	2012-09-20	2012	9	20	7	3,8	W1203	16636	4177	454
1095652	1432293.33	6820223.25	2012-09-20 08:00	2012-09-20	2012	9	20	8	3,2	W1203	16434	4076	454
1095653	1432297.29	6820216.65	2012-09-20 09:00	2012-09-20	2012	9	20	9	4	W1203	16434	4076	454
1095654	1432290.58	6820218.61	2012-09-20 10:00	2012-09-20	2012	9	20	10	4	W1203	16434	4076	454
1095655	1432342.58	6820180.2	2012-09-20 11:00	2012-09-20	2012	9	20	11	3,2	W1203	16434	4076	454
1095656	1432450.09	6820215.74	2012-09-20 12:00	2012-09-20	2012	9	20	12	2,4	W1203	16434	4076	454
1095657	1432519.34	6820085.87	2012-09-20 13:00	2012-09-20	2012	9	20	13	3,4	W1203	16435	4077	455
1095658	1432501.21	6820064.06	2012-09-20 14:00	2012-09-20	2012	9	20	14	5,8	W1203	16435	4077	455
1095659	1432555.38	6820017.61	2012-09-20 15:00	2012-09-20	2012	9	20	15	2	W1203	16435	4077	455
1095660	1432554.7	6819988.44	2012-09-20 16:00	2012-09-20	2012	9	20	16	2,8	W1203	16435	4077	455
1095661	1432024.42	6819722.52	2012-09-20 17:00	2012-09-20	2012	9	20	17	2,8	W1203	16232	4076	454
1095662	1431838.2	6819556.62	2012-09-20 18:00	2012-09-20	2012	9	20	18	2,4	W1203	16231	4076	454
1095663	1431143.83	6819575.78	2012-09-20 19:00	2012-09-20	2012	9	20	19	4,2	W1203	16230	4075	454
1095664	1430439.72	6818922.91	2012-09-20 20:00	2012-09-20	2012	9	20	20	4,2	W1203	16026	3973	454
1095665	1430429.74	6818958.83	2012-09-20 21:00	2012-09-20	2012	9	20	21	2,2	W1203	16026	3973	454
1095666	1430429.56	6818959.02	2012-09-20 22:00	2012-09-20	2012	9	20	22	5,2	W1203	16026	3973	454
1095667	1430433.08	6818955.51	2012-09-20 23:00	2012-09-20	2012	9	20	23	1,8	W1203	16026	3973	454
1095668	1430432.55	6818963.56	2012-09-21 01:00	2012-09-21	2012	9	21	1	2,8	W1203	16026	3973	454
1095669	1430431.2	6818958.38	2012-09-21 02:00	2012-09-21	2012	9	21	2	1,8	W1203	16026	3973	454
1095670	1430431.21	6818957.7	2012-09-21 03:00	2012-09-21	2012	9	21	3	2,2	W1203	16026	3973	454
1095671	1430429.32	6818961.25	2012-09-21 04:00	2012-09-21	2012	9	21	4	5	W1203	16026	3973	454
