FID	X	Y	GMT date_H	GMT date	Y	M	D	H	DOP	IDbear	IDsquare_025ha	IDsquare_100ha	IDsquare_900ha
1104617	1430577.29	6821997.37	2015-06-23 08:00	2015-06-23	2015	6	23	8	4,8	W1203	17239	4277	488
1104618	1430451.44	6821936.36	2015-06-23 09:00	2015-06-23	2015	6	23	9	1,8	W1203	17238	4276	488
1104619	1430098.78	6821033.88	2015-06-23 11:00	2015-06-23	2015	6	23	11	3,6	W1203	16834	4175	454
1104620	1429909.32	6820884.99	2015-06-23 12:00	2015-06-23	2015	6	23	12	1,8	W1203	16833	4175	454
1104621	1429958.8	6820960.9	2015-06-23 13:00	2015-06-23	2015	6	23	13	1,6	W1203	16833	4175	454
1104622	1429956.34	6820970.98	2015-06-23 14:00	2015-06-23	2015	6	23	14	2	W1203	16833	4175	454
1104623	1429893.78	6820010.28	2015-06-23 15:00	2015-06-23	2015	6	23	15	3,4	W1203	16429	4074	454
1104624	1430353.63	6818308.96	2015-06-23 18:00	2015-06-23	2015	6	23	18	3,8	W1203	15622	3872	420
1104625	1430388.34	6818311.61	2015-06-23 20:00	2015-06-23	2015	6	23	20	3	W1203	15622	3872	420
1104626	1430377.33	6818320.74	2015-06-23 21:00	2015-06-23	2015	6	23	21	4,8	W1203	15824	3973	454
1104627	1430399.77	6818296.89	2015-06-23 22:00	2015-06-23	2015	6	23	22	4,6	W1203	15622	3872	420
1104628	1430392.03	6818309.3	2015-06-23 23:00	2015-06-23	2015	6	23	23	2,2	W1203	15622	3872	420
1104629	1430400.4	6818301.33	2015-06-24 00:00	2015-06-24	2015	6	24	0	2,4	W1203	15622	3872	420
1104630	1430388.74	6818304.91	2015-06-24 01:00	2015-06-24	2015	6	24	1	1,8	W1203	15622	3872	420
1104631	1430394.05	6818303.69	2015-06-24 02:00	2015-06-24	2015	6	24	2	3	W1203	15622	3872	420
1104632	1430413.34	6818255.37	2015-06-24 03:00	2015-06-24	2015	6	24	3	4	W1203	15622	3872	420
1104633	1430397.91	6818310.3	2015-06-24 04:00	2015-06-24	2015	6	24	4	4,2	W1203	15622	3872	420
1104634	1430380.04	6818322.92	2015-06-24 05:00	2015-06-24	2015	6	24	5	3	W1203	15824	3973	454
1104635	1430392.51	6818307.06	2015-06-24 06:00	2015-06-24	2015	6	24	6	3,2	W1203	15622	3872	420
1104636	1430396.78	6818306.98	2015-06-24 07:00	2015-06-24	2015	6	24	7	4,2	W1203	15622	3872	420
1104637	1430390.67	6818321.59	2015-06-24 08:00	2015-06-24	2015	6	24	8	2	W1203	15824	3973	454
1104638	1430386.23	6818312.76	2015-06-24 09:00	2015-06-24	2015	6	24	9	1,8	W1203	15622	3872	420
1104639	1430322.41	6818293.98	2015-06-24 10:00	2015-06-24	2015	6	24	10	3	W1203	15622	3872	420
1104640	1430307.06	6818273.11	2015-06-24 11:00	2015-06-24	2015	6	24	11	2,6	W1203	15622	3872	420
1104641	1430388.16	6818302.69	2015-06-24 12:00	2015-06-24	2015	6	24	12	2,8	W1203	15622	3872	420
1104642	1430332.04	6818242.51	2015-06-24 13:00	2015-06-24	2015	6	24	13	2	W1203	15622	3872	420
1104643	1430383.23	6818269.35	2015-06-24 16:00	2015-06-24	2015	6	24	16	8,4	W1203	15622	3872	420
1104644	1429827.86	6819042.97	2015-06-24 17:00	2015-06-24	2015	6	24	17	2,4	W1203	16025	3973	454
1104645	1430998.46	6818268.22	2015-06-24 20:00	2015-06-24	2015	6	24	20	3,8	W1203	15624	3873	420
1104646	1430964.25	6818478.45	2015-06-24 21:00	2015-06-24	2015	6	24	21	5,8	W1203	15826	3974	454
1104647	1430956.28	6818479.72	2015-06-24 22:00	2015-06-24	2015	6	24	22	5	W1203	15825	3974	454
1104648	1430946.58	6818474.34	2015-06-24 23:00	2015-06-24	2015	6	24	23	5,2	W1203	15825	3974	454
1104649	1430760.2	6818912.78	2015-06-25 07:00	2015-06-25	2015	6	25	7	6,2	W1203	16027	3974	454
1104650	1430974.73	6819058.98	2015-06-25 08:00	2015-06-25	2015	6	25	8	2,4	W1203	16028	3974	454
1104651	1431414.85	6819832.75	2015-06-25 09:00	2015-06-25	2015	6	25	9	2,8	W1203	16432	4075	454
1104652	1432259.95	6820210.73	2015-06-25 10:00	2015-06-25	2015	6	25	10	4,6	W1203	16434	4076	454
1104653	1432360.96	6820144.11	2015-06-25 11:00	2015-06-25	2015	6	25	11	3,4	W1203	16434	4076	454
1104654	1432523.93	6820222.31	2015-06-25 12:00	2015-06-25	2015	6	25	12	3,2	W1203	16435	4077	455
1104655	1432418.22	6820238.86	2015-06-25 13:00	2015-06-25	2015	6	25	13	4,6	W1203	16434	4076	454
1104656	1436374.91	6821193.95	2015-06-25 14:00	2015-06-25	2015	6	25	14	3,4	W1203	16846	4181	456
1104657	1432898.56	6821105.65	2015-06-25 15:00	2015-06-25	2015	6	25	15	3,8	W1203	16839	4178	455
1104658	1433097.31	6820334.93	2015-06-25 17:00	2015-06-25	2015	6	25	17	2,8	W1203	16638	4178	455
1104659	1433120.19	6820361.24	2015-06-25 18:00	2015-06-25	2015	6	25	18	2,8	W1203	16638	4178	455
1104660	1433106.55	6820427.27	2015-06-25 19:00	2015-06-25	2015	6	25	19	3,4	W1203	16638	4178	455
1104661	1433097.59	6820515.5	2015-06-25 20:00	2015-06-25	2015	6	25	20	4,6	W1203	16638	4178	455
1104662	1433219.62	6821595.47	2015-06-25 21:00	2015-06-25	2015	6	25	21	2,2	W1203	17042	4279	489
1104663	1433081.19	6821626.01	2015-06-25 22:00	2015-06-25	2015	6	25	22	2	W1203	17042	4279	489
1104664	1433077	6821629.43	2015-06-25 23:00	2015-06-25	2015	6	25	23	2,6	W1203	17042	4279	489
1104665	1433060.27	6821590.74	2015-06-26 00:00	2015-06-26	2015	6	26	0	3,2	W1203	17042	4279	489
1104666	1433058.15	6821646.51	2015-06-26 01:00	2015-06-26	2015	6	26	1	2	W1203	17042	4279	489
1104667	1433080.45	6821642.74	2015-06-26 03:00	2015-06-26	2015	6	26	3	3	W1203	17042	4279	489
1104668	1433085.18	6821639.3	2015-06-26 04:00	2015-06-26	2015	6	26	4	2	W1203	17042	4279	489
1104669	1433131.38	6821687.46	2015-06-26 05:00	2015-06-26	2015	6	26	5	6	W1203	17042	4279	489
1104670	1433025.62	6821671.66	2015-06-26 06:00	2015-06-26	2015	6	26	6	4,4	W1203	17042	4279	489
1104671	1433026.68	6821671.64	2015-06-26 07:00	2015-06-26	2015	6	26	7	5,4	W1203	17042	4279	489
1104672	1433024.89	6821661.65	2015-06-26 08:00	2015-06-26	2015	6	26	8	1,8	W1203	17042	4279	489
1104673	1433040.84	6821660.22	2015-06-26 09:00	2015-06-26	2015	6	26	9	1,6	W1203	17042	4279	489
1104674	1433314.99	6822455.26	2015-06-26 16:00	2015-06-26	2015	6	26	16	3,8	W1203	17446	4380	489
1104675	1434092.91	6822396.91	2015-06-26 17:00	2015-06-26	2015	6	26	17	4,2	W1203	17448	4381	489
1104676	1435741.39	6823080.44	2015-06-26 18:00	2015-06-26	2015	6	26	18	3,2	W1203	17653	4383	490
1104677	1434719.32	6823425.01	2015-06-26 19:00	2015-06-26	2015	6	26	19	5,2	W1203	17853	4483	489
1104678	1433410.98	6823847.84	2015-06-26 21:00	2015-06-26	2015	6	26	21	5,2	W1203	18052	4481	489
1104679	1433272.64	6823740.15	2015-06-26 23:00	2015-06-26	2015	6	26	23	5,4	W1203	17850	4481	489
1104680	1433214.64	6823741.27	2015-06-27 03:00	2015-06-27	2015	6	27	3	3,4	W1203	17850	4481	489
1104681	1433216.28	6823771.33	2015-06-27 04:00	2015-06-27	2015	6	27	4	7,6	W1203	17850	4481	489
1104682	1433211.66	6823724.61	2015-06-27 05:00	2015-06-27	2015	6	27	5	2,6	W1203	17850	4481	489
1104683	1433114.69	6823719.79	2015-06-27 06:00	2015-06-27	2015	6	27	6	3,2	W1203	17850	4481	489
1104684	1432901.44	6823702.73	2015-06-27 07:00	2015-06-27	2015	6	27	7	3,8	W1203	17849	4481	489
1104685	1432759.84	6823784.62	2015-06-27 08:00	2015-06-27	2015	6	27	8	2,6	W1203	17849	4481	489
1104686	1432849.58	6823828.58	2015-06-27 09:00	2015-06-27	2015	6	27	9	2,6	W1203	18051	4481	489
1104687	1431319.53	6824218.61	2015-06-27 13:00	2015-06-27	2015	6	27	13	2,8	W1203	18048	4479	488
1104688	1430757.68	6824547.48	2015-06-27 14:00	2015-06-27	2015	6	27	14	1,8	W1203	18249	4580	522
1104689	1430905.93	6824696.11	2015-06-27 17:00	2015-06-27	2015	6	27	17	5,8	W1203	18249	4580	522
1104690	1431460.47	6824832.23	2015-06-27 18:00	2015-06-27	2015	6	27	18	6,6	W1203	18452	4580	522
1104691	1432560.89	6824748.21	2015-06-27 19:00	2015-06-27	2015	6	27	19	4	W1203	18253	4582	523
1104692	1432886.98	6824165.6	2015-06-27 22:00	2015-06-27	2015	6	27	22	4,8	W1203	18051	4481	489
1104693	1432873.98	6824181.45	2015-06-27 23:00	2015-06-27	2015	6	27	23	2,2	W1203	18051	4481	489
1104694	1432873.41	6824179.23	2015-06-28 00:00	2015-06-28	2015	6	28	0	4,6	W1203	18051	4481	489
1104695	1432881.39	6824179.08	2015-06-28 02:00	2015-06-28	2015	6	28	2	3,6	W1203	18051	4481	489
1104696	1432880.94	6824183.55	2015-06-28 03:00	2015-06-28	2015	6	28	3	4,6	W1203	18051	4481	489
1104697	1432878.26	6824182.48	2015-06-28 04:00	2015-06-28	2015	6	28	4	3,2	W1203	18051	4481	489
1104698	1433110.05	6824030.87	2015-06-28 05:00	2015-06-28	2015	6	28	5	2,4	W1203	18052	4481	489
1104699	1432850.12	6823636.85	2015-06-28 07:00	2015-06-28	2015	6	28	7	3,4	W1203	17849	4481	489
1104700	1432670.8	6823503.23	2015-06-28 08:00	2015-06-28	2015	6	28	8	2	W1203	17849	4481	489
1104701	1432485.93	6823167.97	2015-06-28 09:00	2015-06-28	2015	6	28	9	1,6	W1203	17646	4379	488
1104702	1432483.85	6823170.24	2015-06-28 10:00	2015-06-28	2015	6	28	10	2,4	W1203	17646	4379	488
1104703	1433167.06	6822736.77	2015-06-28 11:00	2015-06-28	2015	6	28	11	3,2	W1203	17446	4380	489
1104704	1434731.48	6822006.96	2015-06-28 14:00	2015-06-28	2015	6	28	14	6,2	W1203	17247	4281	489
1104705	1434736.78	6822005.75	2015-06-28 15:00	2015-06-28	2015	6	28	15	3	W1203	17247	4281	489
1104706	1434832.05	6822002.84	2015-06-28 16:00	2015-06-28	2015	6	28	16	2,8	W1203	17247	4281	489
1104707	1434963.44	6821596.88	2015-06-28 17:00	2015-06-28	2015	6	28	17	4,8	W1203	17045	4281	489
1104708	1434440.54	6820448.62	2015-06-28 18:00	2015-06-28	2015	6	28	18	2,2	W1203	16640	4179	455
1104709	1434634.93	6819821.87	2015-06-28 19:00	2015-06-28	2015	6	28	19	9	W1203	16439	4079	455
1104710	1434710.84	6819834.93	2015-06-28 20:00	2015-06-28	2015	6	28	20	2,8	W1203	16439	4079	455
1104711	1435047.95	6819681.47	2015-06-28 21:00	2015-06-28	2015	6	28	21	4,2	W1203	16238	4079	455
1104712	1436278.14	6818882.88	2015-06-28 22:00	2015-06-28	2015	6	28	22	2	W1203	16038	3979	456
1104713	1437555.4	6819276.53	2015-06-28 23:00	2015-06-28	2015	6	28	23	3	W1203	16243	4082	456
1104714	1437575.05	6819213.76	2015-06-29 00:00	2015-06-29	2015	6	29	0	2,6	W1203	16041	3981	456
1104715	1437597.25	6819203.33	2015-06-29 01:00	2015-06-29	2015	6	29	1	3,4	W1203	16041	3981	456
1104716	1437587.69	6819234.71	2015-06-29 02:00	2015-06-29	2015	6	29	2	3,6	W1203	16243	4082	456
1104717	1437589.35	6819238.03	2015-06-29 03:00	2015-06-29	2015	6	29	3	6,2	W1203	16243	4082	456
1104718	1437589.39	6819240.26	2015-06-29 05:00	2015-06-29	2015	6	29	5	3,8	W1203	16243	4082	456
1104719	1437586.15	6819238.08	2015-06-29 06:00	2015-06-29	2015	6	29	6	2,4	W1203	16243	4082	456
1104720	1437606.65	6819222.11	2015-06-29 07:00	2015-06-29	2015	6	29	7	3,2	W1203	16041	3981	456
1104721	1437676.37	6819869.56	2015-06-29 11:00	2015-06-29	2015	6	29	11	3,8	W1203	16445	4082	456
1104722	1437830.8	6820280.31	2015-06-29 12:00	2015-06-29	2015	6	29	12	2,4	W1203	16647	4183	456
1104723	1438037.16	6820229.81	2015-06-29 15:00	2015-06-29	2015	6	29	15	3,4	W1203	16648	4183	456
1104724	1437999.58	6821048.6	2015-06-29 16:00	2015-06-29	2015	6	29	16	3	W1203	16850	4183	456
1104725	1436837.68	6820661.62	2015-06-29 22:00	2015-06-29	2015	6	29	22	3,2	W1203	16645	4182	456
1104726	1436862.9	6820642.21	2015-06-29 23:00	2015-06-29	2015	6	29	23	5,8	W1203	16645	4182	456
1104727	1436854.77	6820663.54	2015-06-30 00:00	2015-06-30	2015	6	30	0	3,8	W1203	16645	4182	456
1104728	1436819.21	6820641.89	2015-06-30 01:00	2015-06-30	2015	6	30	1	2,4	W1203	16645	4182	456
1104729	1436849.55	6820640.22	2015-06-30 02:00	2015-06-30	2015	6	30	2	3	W1203	16645	4182	456
1104730	1436845.2	6820664.82	2015-06-30 03:00	2015-06-30	2015	6	30	3	2	W1203	16645	4182	456
1104731	1436838.32	6820667.18	2015-06-30 04:00	2015-06-30	2015	6	30	4	2,2	W1203	16645	4182	456
1104732	1436853.87	6820643.49	2015-06-30 05:00	2015-06-30	2015	6	30	5	4,4	W1203	16645	4182	456
1104733	1436410.81	6820827.69	2015-06-30 06:00	2015-06-30	2015	6	30	6	2,6	W1203	16846	4181	456
1104734	1436363.76	6821399.24	2015-06-30 07:00	2015-06-30	2015	6	30	7	8,4	W1203	17048	4282	490
1104735	1434763.73	6819955.43	2015-06-30 17:00	2015-06-30	2015	6	30	17	2,6	W1203	16439	4079	455
1104736	1434771.96	6819996.52	2015-06-30 18:00	2015-06-30	2015	6	30	18	3,8	W1203	16439	4079	455
1104737	1434781.59	6820026.43	2015-06-30 19:00	2015-06-30	2015	6	30	19	1,6	W1203	16439	4079	455
1104738	1434880.3	6819948.78	2015-06-30 20:00	2015-06-30	2015	6	30	20	3,6	W1203	16439	4079	455
1104739	1435007.26	6819557.39	2015-06-30 21:00	2015-06-30	2015	6	30	21	6	W1203	16238	4079	455
1104740	1435237.21	6819628.89	2015-06-30 22:00	2015-06-30	2015	6	30	22	4,8	W1203	16238	4079	455
1104741	1435244.21	6819604.24	2015-06-30 23:00	2015-06-30	2015	6	30	23	5,8	W1203	16238	4079	455
1104742	1435220.17	6819629.21	2015-07-01 01:00	2015-07-01	2015	7	1	1	3,2	W1203	16238	4079	455
1104743	1435218.63	6819632.58	2015-07-01 02:00	2015-07-01	2015	7	1	2	2,2	W1203	16238	4079	455
1104744	1435083.11	6819054.39	2015-07-01 06:00	2015-07-01	2015	7	1	6	6	W1203	16036	3978	455
1104745	1435065.96	6817852.03	2015-07-01 07:00	2015-07-01	2015	7	1	7	2,2	W1203	15632	3877	421
1104746	1435729.22	6816554.53	2015-07-01 08:00	2015-07-01	2015	7	1	8	1,8	W1203	15027	3777	422
1104747	1435849.96	6815929.22	2015-07-01 09:00	2015-07-01	2015	7	1	9	1,8	W1203	14825	3676	422
1104748	1435353.54	6816143.51	2015-07-01 13:00	2015-07-01	2015	7	1	13	2	W1203	14824	3675	421
1104749	1434570.31	6816504.83	2015-07-01 14:00	2015-07-01	2015	7	1	14	2,8	W1203	15025	3776	421
1104750	1433890.02	6816633.63	2015-07-01 15:00	2015-07-01	2015	7	1	15	2,6	W1203	15023	3775	421
1104751	1433217.23	6817012.1	2015-07-01 16:00	2015-07-01	2015	7	1	16	3	W1203	15224	3774	421
1104752	1433238.61	6817097.51	2015-07-01 17:00	2015-07-01	2015	7	1	17	3,8	W1203	15224	3774	421
1104753	1433191.77	6817435.04	2015-07-01 18:00	2015-07-01	2015	7	1	18	3,8	W1203	15426	3875	421
1104754	1432560.21	6817810.62	2015-07-01 19:00	2015-07-01	2015	7	1	19	3,2	W1203	15627	3875	421
1104755	1432206.71	6817510.97	2015-07-01 20:00	2015-07-01	2015	7	1	20	2,4	W1203	15424	3874	420
1104756	1432215.11	6817504.12	2015-07-01 21:00	2015-07-01	2015	7	1	21	1,6	W1203	15424	3874	420
1104757	1432191.82	6817485.63	2015-07-02 00:00	2015-07-02	2015	7	2	0	2,8	W1203	15424	3874	420
1104758	1432196.39	6817501.14	2015-07-02 01:00	2015-07-02	2015	7	2	1	7	W1203	15424	3874	420
1104759	1432194.91	6817479.99	2015-07-02 02:00	2015-07-02	2015	7	2	2	3	W1203	15424	3874	420
1104760	1431244.78	6818510.78	2015-07-02 07:00	2015-07-02	2015	7	2	7	4,6	W1203	15826	3974	454
1104761	1430685.01	6816881.13	2015-07-03 10:00	2015-07-03	2015	7	3	10	6,8	W1203	15219	3772	420
1104762	1430690.94	6816884.36	2015-07-03 11:00	2015-07-03	2015	7	3	11	6,2	W1203	15219	3772	420
1104763	1430535.83	6817395.74	2015-07-03 13:00	2015-07-03	2015	7	3	13	8,2	W1203	15421	3873	420
1104764	1431038.85	6817617.57	2015-07-03 15:00	2015-07-03	2015	7	3	15	3,6	W1203	15422	3873	420
1104765	1431048.25	6817634.1	2015-07-03 16:00	2015-07-03	2015	7	3	16	7,4	W1203	15422	3873	420
1104766	1430969.66	6818160.67	2015-07-03 17:00	2015-07-03	2015	7	3	17	5,2	W1203	15624	3873	420
1104767	1431019.13	6818262.23	2015-07-03 18:00	2015-07-03	2015	7	3	18	2,6	W1203	15624	3873	420
1104768	1431143.16	6818386.84	2015-07-03 19:00	2015-07-03	2015	7	3	19	3,4	W1203	15826	3974	454
1104769	1431987.08	6818984.38	2015-07-03 21:00	2015-07-03	2015	7	3	21	6	W1203	16030	3975	454
1104770	1432362.39	6818823.22	2015-07-04 00:00	2015-07-04	2015	7	4	0	3,8	W1203	16030	3975	454
1104771	1432393.49	6818832.65	2015-07-04 01:00	2015-07-04	2015	7	4	1	2,4	W1203	16030	3975	454
1104772	1432346.29	6818844.72	2015-07-04 02:00	2015-07-04	2015	7	4	2	4,4	W1203	16030	3975	454
1104773	1432365.32	6818836.54	2015-07-04 03:00	2015-07-04	2015	7	4	3	3,6	W1203	16030	3975	454
1104774	1432369.11	6818839.81	2015-07-04 05:00	2015-07-04	2015	7	4	5	5	W1203	16030	3975	454
1104775	1432426.86	6818931.2	2015-07-04 06:00	2015-07-04	2015	7	4	6	3,6	W1203	16030	3975	454
1104776	1432616.48	6819335.48	2015-07-04 07:00	2015-07-04	2015	7	4	7	3,2	W1203	16233	4077	455
1104777	1431765.01	6821162.32	2015-07-04 11:00	2015-07-04	2015	7	4	11	2,8	W1203	16837	4177	454
1104778	1431770.22	6821183.4	2015-07-04 12:00	2015-07-04	2015	7	4	12	4,8	W1203	16837	4177	454
1104779	1430559.22	6822770.2	2015-07-04 21:00	2015-07-04	2015	7	4	21	3,4	W1203	17441	4378	488
1104780	1430265.52	6822543.13	2015-07-05 00:00	2015-07-05	2015	7	5	0	3	W1203	17440	4377	488
1104781	1430145.48	6822505.42	2015-07-05 04:00	2015-07-05	2015	7	5	4	2,6	W1203	17440	4377	488
1104782	1430151.19	6822551.01	2015-07-05 05:00	2015-07-05	2015	7	5	5	4,4	W1203	17440	4377	488
1104783	1429974.05	6822691.68	2015-07-05 06:00	2015-07-05	2015	7	5	6	4,4	W1203	17439	4377	488
1104784	1430415.65	6823177.71	2015-07-05 07:00	2015-07-05	2015	7	5	7	2,6	W1203	17642	4377	488
1104785	1430416.25	6823313.68	2015-07-05 08:00	2015-07-05	2015	7	5	8	1,6	W1203	17642	4377	488
1104786	1430224.8	6821816.07	2015-07-05 12:00	2015-07-05	2015	7	5	12	3,8	W1203	17036	4276	488
1104787	1430234.26	6821862.69	2015-07-05 13:00	2015-07-05	2015	7	5	13	2,2	W1203	17238	4276	488
1104788	1428610.31	6822094.16	2015-07-05 20:00	2015-07-05	2015	7	5	20	8	W1203	17235	4275	487
1104789	1428857.7	6822159.3	2015-07-05 21:00	2015-07-05	2015	7	5	21	9	W1203	17235	4275	487
1104790	1428835.26	6822207.7	2015-07-06 03:00	2015-07-06	2015	7	6	3	2	W1203	17235	4275	487
1104791	1430124.6	6823820.04	2015-07-06 08:00	2015-07-06	2015	7	6	8	1,8	W1203	17844	4478	488
1104792	1430091.9	6824072.62	2015-07-06 09:00	2015-07-06	2015	7	6	9	2	W1203	18046	4478	488
1104793	1430414.55	6824289.06	2015-07-06 15:00	2015-07-06	2015	7	6	15	3	W1203	18046	4478	488
1104794	1430372.57	6823895.31	2015-07-06 16:00	2015-07-06	2015	7	6	16	3,2	W1203	18046	4478	488
1104795	1430964.59	6823847.79	2015-07-06 19:00	2015-07-06	2015	7	6	19	3	W1203	18047	4479	488
1104796	1431175.16	6823890.42	2015-07-06 20:00	2015-07-06	2015	7	6	20	2,2	W1203	18048	4479	488
1104797	1431070.94	6824056.35	2015-07-07 01:00	2015-07-07	2015	7	7	1	3,8	W1203	18048	4479	488
1104798	1431061.61	6824068.79	2015-07-07 02:00	2015-07-07	2015	7	7	2	5,2	W1203	18048	4479	488
1104799	1431049.24	6824062.35	2015-07-07 03:00	2015-07-07	2015	7	7	3	3,2	W1203	18048	4479	488
1104800	1431064.16	6824063.17	2015-07-07 04:00	2015-07-07	2015	7	7	4	5,4	W1203	18048	4479	488
1104801	1431133.7	6824027.23	2015-07-07 05:00	2015-07-07	2015	7	7	5	3,2	W1203	18048	4479	488
1104802	1431502.55	6824026.61	2015-07-07 06:00	2015-07-07	2015	7	7	6	2	W1203	18048	4479	488
1104803	1431485.47	6823916.59	2015-07-07 07:00	2015-07-07	2015	7	7	7	3,2	W1203	18048	4479	488
1104804	1431478.51	6823914.5	2015-07-07 08:00	2015-07-07	2015	7	7	8	2	W1203	18048	4479	488
1104805	1431488.92	6823418.27	2015-07-07 09:00	2015-07-07	2015	7	7	9	2,4	W1203	17846	4479	488
1104806	1431694.12	6823268.2	2015-07-07 10:00	2015-07-07	2015	7	7	10	2,6	W1203	17645	4379	488
1104807	1431442.95	6823112.65	2015-07-07 11:00	2015-07-07	2015	7	7	11	7,4	W1203	17644	4378	488
1104808	1432163.63	6821905.78	2015-07-07 17:00	2015-07-07	2015	7	7	17	2,8	W1203	17242	4278	488
1104809	1432118.77	6821790.73	2015-07-07 18:00	2015-07-07	2015	7	7	18	2,2	W1203	17040	4278	488
1104810	1432686.53	6821653.71	2015-07-07 19:00	2015-07-07	2015	7	7	19	2,4	W1203	17041	4279	489
1104811	1433507.8	6821791.68	2015-07-07 20:00	2015-07-07	2015	7	7	20	5,8	W1203	17245	4280	489
1104812	1433782.96	6822367.15	2015-07-07 21:00	2015-07-07	2015	7	7	21	5,2	W1203	17447	4381	489
1104813	1433789.99	6822344.72	2015-07-07 22:00	2015-07-07	2015	7	7	22	4,4	W1203	17447	4381	489
1104814	1437743.46	6819391.3	2015-07-12 06:00	2015-07-12	2015	7	12	6	3,2	W1203	16243	4082	456
1104815	1437872.69	6819227.37	2015-07-12 07:00	2015-07-12	2015	7	12	7	7,2	W1203	16243	4082	456
1104816	1437852.7	6819242.22	2015-07-12 08:00	2015-07-12	2015	7	12	8	3,6	W1203	16243	4082	456
1104817	1437867.4	6819229.69	2015-07-12 09:00	2015-07-12	2015	7	12	9	3,2	W1203	16243	4082	456
1104818	1437865.01	6819215.25	2015-07-12 10:00	2015-07-12	2015	7	12	10	2,8	W1203	16041	3981	456
1104819	1437853.51	6819227.71	2015-07-12 11:00	2015-07-12	2015	7	12	11	2,8	W1203	16243	4082	456
1104820	1437876.5	6819231.76	2015-07-12 12:00	2015-07-12	2015	7	12	12	3,6	W1203	16243	4082	456
1104821	1437868.49	6819230.79	2015-07-13 11:00	2015-07-13	2015	7	13	11	2,8	W1203	16243	4082	456
1104822	1437863.1	6819227.54	2015-07-13 12:00	2015-07-13	2015	7	13	12	2,4	W1203	16243	4082	456
1104823	1437339.26	6821442.78	2015-07-17 04:00	2015-07-17	2015	7	17	4	4	W1203	17050	4283	490
1104824	1437341.39	6821442.74	2015-07-17 05:00	2015-07-17	2015	7	17	5	3,4	W1203	17050	4283	490
1104825	1437339.22	6821440.55	2015-07-17 06:00	2015-07-17	2015	7	17	6	2,4	W1203	17050	4283	490
1104826	1437436.19	6821619.37	2015-07-17 07:00	2015-07-17	2015	7	17	7	7,8	W1203	17050	4283	490
1104827	1437745.76	6821152.35	2015-07-17 08:00	2015-07-17	2015	7	17	8	6,4	W1203	16849	4183	456
1104828	1437965.72	6821865.1	2015-07-17 09:00	2015-07-17	2015	7	17	9	3	W1203	17253	4284	490
1104829	1438047.92	6822442.12	2015-07-17 10:00	2015-07-17	2015	7	17	10	2,6	W1203	17456	4385	490
1104830	1437471.42	6822598.48	2015-07-17 11:00	2015-07-17	2015	7	17	11	4,2	W1203	17454	4384	490
1104831	1437494.68	6822589.15	2015-07-17 12:00	2015-07-17	2015	7	17	12	7,8	W1203	17454	4384	490
1104832	1437410.44	6822729.99	2015-07-17 13:00	2015-07-17	2015	7	17	13	6	W1203	17454	4384	490
1104833	1436603.82	6822526.19	2015-07-17 15:00	2015-07-17	2015	7	17	15	4,2	W1203	17453	4384	490
1104834	1436752.53	6823001.65	2015-07-17 16:00	2015-07-17	2015	7	17	16	4,2	W1203	17655	4384	490
1104835	1436393.26	6823760.59	2015-07-17 17:00	2015-07-17	2015	7	17	17	4,8	W1203	18058	4484	490
1104836	1436166.07	6824343.27	2015-07-17 18:00	2015-07-17	2015	7	17	18	3,4	W1203	18260	4585	524
1104837	1436106.01	6824722.23	2015-07-17 19:00	2015-07-17	2015	7	17	19	2,8	W1203	18260	4585	524
1104838	1435492.57	6825185.03	2015-07-17 20:00	2015-07-17	2015	7	17	20	6,2	W1203	18460	4584	523
1104839	1435324.91	6825494.68	2015-07-17 21:00	2015-07-17	2015	7	17	21	4,2	W1203	18662	4685	523
1104840	1435192.25	6825655.44	2015-07-17 22:00	2015-07-17	2015	7	17	22	4,2	W1203	18662	4685	523
1104841	1435223.15	6825629.23	2015-07-17 23:00	2015-07-17	2015	7	17	23	2,8	W1203	18662	4685	523
1104842	1435407.5	6825558.91	2015-07-18 03:00	2015-07-18	2015	7	18	3	4	W1203	18662	4685	523
1104843	1435400.46	6825552.35	2015-07-18 04:00	2015-07-18	2015	7	18	4	4,4	W1203	18662	4685	523
1104844	1435406.44	6825558.93	2015-07-18 05:00	2015-07-18	2015	7	18	5	2,4	W1203	18662	4685	523
1104845	1435408.61	6825561.11	2015-07-18 06:00	2015-07-18	2015	7	18	6	2,4	W1203	18662	4685	523
1104846	1435403.35	6825564.56	2015-07-18 07:00	2015-07-18	2015	7	18	7	3,4	W1203	18662	4685	523
1104847	1435403.61	6825550.06	2015-07-18 08:00	2015-07-18	2015	7	18	8	1,8	W1203	18662	4685	523
1104848	1435398.54	6825563.53	2015-07-18 09:00	2015-07-18	2015	7	18	9	1,8	W1203	18662	4685	523
1104849	1433891.99	6824285.6	2015-07-18 13:00	2015-07-18	2015	7	18	13	7,4	W1203	18255	4583	523
1104850	1433849.56	6824348.83	2015-07-18 14:00	2015-07-18	2015	7	18	14	3,6	W1203	18255	4583	523
1104851	1433554.41	6824221.84	2015-07-18 18:00	2015-07-18	2015	7	18	18	2,4	W1203	18053	4482	489
1104852	1433094.08	6824031.18	2015-07-18 19:00	2015-07-18	2015	7	18	19	8,4	W1203	18052	4481	489
1104853	1432935.53	6823676.44	2015-07-18 20:00	2015-07-18	2015	7	18	20	9,8	W1203	17849	4481	489
